"Phyllanthus cordatus","Phyllanthus","","cordatus",NA,NA,"","","kew-153669",TRUE,"1.1","Synonym","Phyllanthaceae","Glochidion","","cordatum","","","Seem. ex Müll.Arg.","kew-90381","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus cuneifolius","Phyllanthus","","cuneifolius",NA,NA,"","","kew-153686",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","cuneifolius","","","(Britton) Croizat","kew-153686","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus cuspidatus","Phyllanthus","","cuspidatus",NA,NA,"","","kew-153691",TRUE,"1.1","Synonym","Phyllanthaceae","Glochidion","","cuspidatum","","","(Müll.Arg.) Pax","kew-341430","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus debilis","Phyllanthus","","debilis",NA,NA,"","","kew-153708",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","debilis","","","Klein ex Willd.","kew-153708","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus diandrus","Phyllanthus","","diandrus",NA,NA,"","","kew-153728",TRUE,"1.1","Synonym","Phyllanthaceae","Plagiocladus","","diandrus","","","(Pax) Jean F.Brunel","kew-344600","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus discolor","Phyllanthus","","discolor",NA,NA,"","","kew-153743",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","discolor","","","Poepp. ex Spreng.","kew-153743","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus emarginatus","Phyllanthus","","emarginatus",NA,NA,"","","kew-467999",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","emarginatus","","","(J.W.Moore) W.L.Wagner & Lorence","kew-467999","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus embergeri","Phyllanthus","","embergeri",NA,NA,"","","kew-153789",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","embergeri","","","Haicour & Rossignol","kew-153789","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus emblica","Phyllanthus","","emblica",NA,NA,"","","kew-153790",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","emblica","","","L.","kew-153790","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus engleri","Phyllanthus","","engleri",NA,NA,"","","kew-153794",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","engleri","","","Pax","kew-153794","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus epiphyllanthus","Phyllanthus","","epiphyllanthus",NA,NA,"","","kew-153795",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","epiphyllanthus","","","L.","kew-153795","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus favieri","Phyllanthus","","favieri",NA,NA,"","","kew-153837",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","favieri","","","M.Schmid","kew-153837","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus flagelliformis","Phyllanthus","","flagelliformis",NA,NA,"","","kew-153858",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","flagelliformis","","","Müll.Arg.","kew-153858","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus flexuosus","Phyllanthus","","flexuosus",NA,NA,"","","kew-153862",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","flexuosus","","","(Siebold & Zucc.) Müll.Arg.","kew-153862","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus florencei","Phyllanthus","","florencei",NA,NA,"","","kew-467968",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","florencei","","","W.L.Wagner & Lorence","kew-467968","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus fluitans","Phyllanthus","","fluitans",NA,NA,"","","kew-153867",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","fluitans","","","Benth. ex Müll.Arg.","kew-153867","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus fraternus","Phyllanthus","","fraternus",NA,NA,"","","kew-153881",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","fraternus","","","G.L.Webster","kew-153881","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus gardnerianus","Phyllanthus","","gardnerianus",NA,NA,"","","kew-153909",TRUE,"1.1","Synonym","Phyllanthaceae","Phyllanthus","","virgatus","var.","gardnerianus","(Wight) Govaerts & Radcl.-Sm.","kew-155136","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus glaucus","Phyllanthus","","glaucus",NA,NA,"","","kew-153934",TRUE,"1.1","Synonym","Phyllanthaceae","Flueggea","","virosa","","","(Roxb. ex Willd.) Royle","kew-84621","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus glomerulatus","Phyllanthus","","glomerulatus",NA,NA,"","","kew-153938",TRUE,"1.1","Synonym","Phyllanthaceae","Glochidion","","glomerulatum","","","(Miq.) Boerl.","kew-90466","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus gossweileri","Phyllanthus","","gossweileri",NA,NA,"","","kew-153949",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","gossweileri","","","Hutch.","kew-153949","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus gracilipes","Phyllanthus","","gracilipes",NA,NA,"","","kew-153953",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","gracilipes","","","(Miq.) Müll.Arg.","kew-153953","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus graveolens","Phyllanthus","","graveolens",NA,NA,"","","kew-153969",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","graveolens","","","Kunth","kew-153969","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus grayanus","Phyllanthus","","grayanus",NA,NA,"","","kew-153971",TRUE,"1.1","Synonym","Phyllanthaceae","Glochidion","","grayanum","","","(Müll.Arg.) J.Florence","kew-90476","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus guangdongensis","Phyllanthus","","guangdongensis",NA,NA,"","","kew-153976",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","guangdongensis","","","P.T.Li","kew-153976","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus guillauminii","Phyllanthus","","guillauminii",NA,NA,"","","kew-153983",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","guillauminii","","","Däniker","kew-153983","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus gunnii","Phyllanthus","","gunnii",NA,NA,"","","kew-153985",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","gunnii","","","Hook.f.","kew-153985","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus hainanensis","Phyllanthus","","hainanensis",NA,NA,"","","kew-153989",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","hainanensis","","","Merr.","kew-153989","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus harmandii","Phyllanthus","","harmandii",NA,NA,"","","kew-153994",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","harmandii","","","Beille","kew-153994","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus hirsutus","Phyllanthus","","hirsutus",NA,NA,"","","kew-154013",TRUE,"1.1","Synonym","Phyllanthaceae","Glochidion","","zeylanicum","var.","tomentosum","(Dalzell) Trimen","kew-90851","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus hivaoaensis","Phyllanthus","","hivaoaensis",NA,NA,"","","kew-466559",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","hivaoaensis","","","(J.Florence) W.L.Wagner & Lorence","kew-466559","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus hookeri","Phyllanthus","","hookeri",NA,NA,"","","kew-154026",TRUE,"1.1","Synonym","Phyllanthaceae","Phyllanthus","","urinaria","var.","hookeri","(Müll.Arg.) Hook.f.","kew-155098","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus huahineensis","Phyllanthus","","huahineensis",NA,NA,"","","kew-466561",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","huahineensis","","","(J.Florence) W.L.Wagner & Lorence","kew-466561","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus humbertii","Phyllanthus","","humbertii",NA,NA,"","","kew-258043",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","humbertii","","","(Leandri) Petra Hoffm. & McPherson","kew-258043","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus hutchinsonianus","Phyllanthus","","hutchinsonianus",NA,NA,"","","kew-154038",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","hutchinsonianus","","","S.Moore","kew-154038","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus indofischeri","Phyllanthus","","indofischeri",NA,NA,"","","kew-154059",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","indofischeri","","","Bennet","kew-154059","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus inflatus","Phyllanthus","","inflatus",NA,NA,"","","kew-154061",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","inflatus","","","Hutch.","kew-154061","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus juglandifolius","Phyllanthus","","juglandifolius",NA,NA,"","","kew-154090",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","juglandifolius","","","Willd.","kew-154090","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus kaessneri","Phyllanthus","","kaessneri",NA,NA,"","","kew-154099",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","kaessneri","","","Hutch.","kew-154099","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus kanalensis","Phyllanthus","","kanalensis",NA,NA,"","","kew-154103",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","kanalensis","","","Baill.","kew-154103","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus kidna","Phyllanthus","","kidna",NA,NA,"","","tro-100375868",TRUE,"1.1","Unresolved","Phyllanthaceae","Phyllanthus","","kidna","","","Challen, Gill & Petra Hoffm.","tro-100375868","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus klotzschianus","Phyllanthus","","klotzschianus",NA,NA,"","","kew-154120",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","klotzschianus","","","Müll.Arg.","kew-154120","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus koniamboensis","Phyllanthus","","koniamboensis",NA,NA,"","","kew-154130",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","koniamboensis","","","M.Schmid","kew-154130","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus kozhikodianus","Phyllanthus","","kozhikodianus",NA,NA,"","","kew-343190",TRUE,"1.1","Synonym","Phyllanthaceae","Phyllanthus","","rheedei","","","Wight","kew-154782","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus lamprophyllus","Phyllanthus","","lamprophyllus",NA,NA,"","","kew-154153",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","lamprophyllus","","","Müll.Arg.","kew-154153","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus lawii","Phyllanthus","","lawii",NA,NA,"","","kew-154172",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","lawii","","","J.Graham","kew-154172","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus lepidocarpus","Phyllanthus","","lepidocarpus",NA,NA,"","","kew-154183",TRUE,"1.1","Synonym","Phyllanthaceae","Phyllanthus","","urinaria","var.","hookeri","(Müll.Arg.) Hook.f.","kew-155098","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus liebmannianus","Phyllanthus","","liebmannianus",NA,NA,"","","kew-154201",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","liebmannianus","","","Müll.Arg.","kew-154201","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus lingulatus","Phyllanthus","","lingulatus",NA,NA,"","","kew-154224",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","lingulatus","","","Beille","kew-154224","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus littoralis","Phyllanthus","","littoralis",NA,NA,"","","kew-154228",TRUE,"1.1","Synonym","Phyllanthaceae","Glochidion","","littorale","","","Blume","kew-90554","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus liukiuensis","Phyllanthus","","liukiuensis",NA,NA,"","","kew-154229",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","liukiuensis","","","Matsum. ex Hayata","kew-154229","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus lokohensis","Phyllanthus","","lokohensis",NA,NA,"","","kew-154233",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","lokohensis","","","Leandri","kew-154233","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus longfieldiae","Phyllanthus","","longfieldiae",NA,NA,"","","kew-154236",TRUE,"1.1","Synonym","Phyllanthaceae","Glochidion","","longfieldiae","","","(Ridl.) F.Br.","kew-90561","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus loranthoides","Phyllanthus","","loranthoides",NA,NA,"","","kew-154245",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","loranthoides","","","Baill.","kew-154245","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus lutescens","Phyllanthus","","lutescens",NA,NA,"","","kew-154256",TRUE,"1.1","Synonym","Phyllanthaceae","Glochidion","","lutescens","","","Blume","kew-90567","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus madagascariensis","Phyllanthus","","madagascariensis",NA,NA,"","","kew-154273",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","madagascariensis","","","Müll.Arg.","kew-154273","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus maderaspatensis","Phyllanthus","","maderaspatensis",NA,NA,"","","kew-154278",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","maderaspatensis","","","L.","kew-154278","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus mangenotii","Phyllanthus","","mangenotii",NA,NA,"","","kew-154298",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","mangenotii","","","M.Schmid","kew-154298","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus mannianus","Phyllanthus","","mannianus",NA,NA,"","","kew-154300",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","mannianus","","","Müll.Arg.","kew-154300","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus manono","Phyllanthus","","manono",NA,NA,"","","kew-154301",TRUE,"1.1","Synonym","Phyllanthaceae","Glochidion","","manono","","","Baill. ex Müll.Arg.","kew-90584","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus marchionicus","Phyllanthus","","marchionicus",NA,NA,"","","kew-467980",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","marchionicus","","","(F.Br.) W.L.Wagner & Lorence","kew-467980","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus marojejiensis","Phyllanthus","","marojejiensis",NA,NA,"","","kew-258046",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","marojejiensis","","","(Leandri) Petra Hoffm. & McPherson","kew-258046","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus matitanensis","Phyllanthus","","matitanensis",NA,NA,"","","kew-154311",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","matitanensis","","","Leandri","kew-154311","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus mauritianus","Phyllanthus","","mauritianus",NA,NA,"","","kew-468001",TRUE,"1.1","Synonym","Phyllanthaceae","Phyllanthus","","urinaria","","","L.","kew-155097","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus meghalayensis","Phyllanthus","","meghalayensis",NA,NA,"","","",FALSE,"1.1","","","Phyllanthus","","meghalayensis",NA,"","","","",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus microcarpus","Phyllanthus","","microcarpus",NA,NA,"","","kew-154335",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","microcarpus","","","(Benth.) Müll.Arg.","kew-154335","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus microcladus","Phyllanthus","","microcladus",NA,NA,"","","kew-154336",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","microcladus","","","Müll.Arg.","kew-154336","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus microdictyus","Phyllanthus","","microdictyus",NA,NA,"","","kew-154342",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","microdictyus","","","Urb.","kew-154342","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus mirabilis","Phyllanthus","","mirabilis",NA,NA,"","","kew-154372",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","mirabilis","","","Müll.Arg.","kew-154372","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus missionis","Phyllanthus","","missionis",NA,NA,"","","kew-154374",TRUE,"1.1","Synonym","Phyllanthaceae","Phyllanthus","","leschenaultii","","","Müll.Arg.","kew-154192","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus muellerianus","Phyllanthus","","muellerianus",NA,NA,"","","kew-154404",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","muellerianus","","","(Kuntze) Exell","kew-154404","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus myrtifolius","Phyllanthus","","myrtifolius",NA,NA,"","","kew-154419",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","myrtifolius","","","(Wight) Müll.Arg.","kew-154419","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus nadeaudii","Phyllanthus","","nadeaudii",NA,NA,"","","kew-467972",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","nadeaudii","","","(J.Florence) W.L.Wagner & Lorence","kew-467972","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus niruri","Phyllanthus","","niruri",NA,NA,"","","kew-154454",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","niruri","","","L.","kew-154454","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus niruroides","Phyllanthus","","niruroides",NA,NA,"","","kew-154464",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","niruroides","","","Müll.Arg.","kew-154464","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus nummulariifolius","Phyllanthus","","nummulariifolius",NA,NA,"","","kew-154489",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","nummulariifolius","","","Poir.","kew-154489","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus nutans","Phyllanthus","","nutans",NA,NA,"","","kew-154494",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","nutans","","","Sw.","kew-154494","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus obscurus","Phyllanthus","","obscurus",NA,NA,"","","kew-154512",TRUE,"1.1","Synonym","Phyllanthaceae","Glochidion","","obscurum","","","(Roxb. ex Willd.) Blume","kew-90647","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus oligospermus","Phyllanthus","","oligospermus",NA,NA,"","","kew-154520",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","oligospermus","","","Hayata","kew-154520","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus orbicularis","Phyllanthus","","orbicularis",NA,NA,"","","kew-154528",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","orbicularis","","","Kunth","kew-154528","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus orientalis","Phyllanthus","","orientalis",NA,NA,"","","kew-154537",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","orientalis","","","(Craib) Airy Shaw","kew-154537","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus orohenense","Phyllanthus","","orohenense",NA,NA,"","","kew-467973",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","orohenensis","","","(J.W.Moore) W.L.Wagner & Lorence","kew-467973","Accepted",TRUE,FALSE,FALSE,2017-05-11
"Phyllanthus ovalifolius","Phyllanthus","","ovalifolius",NA,NA,"","","kew-154541",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","ovalifolius","","","Forssk.","kew-154541","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus oxyphyllus","Phyllanthus","","oxyphyllus",NA,NA,"","","kew-154550",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","oxyphyllus","","","Miq.","kew-154550","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus pachystylus","Phyllanthus","","pachystylus",NA,NA,"","","kew-154552",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","pachystylus","","","Urb.","kew-154552","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus pancherianus","Phyllanthus","","pancherianus",NA,NA,"","","kew-154563",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","pancherianus","","","Baill.","kew-154563","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus papenooense","Phyllanthus","","papenooense",NA,NA,"","","kew-467975",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","papenooensis","","","(J.Florence) W.L.Wagner & Lorence","kew-467975","Accepted",TRUE,FALSE,FALSE,2017-05-11
"Phyllanthus parvifolius","Phyllanthus","","parvifolius",NA,NA,"","","kew-154576",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","parvifolius","","","Buch.-Ham. ex D.Don","kew-154576","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus pentandrus","Phyllanthus","","pentandrus",NA,NA,"","","kew-154601",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","pentandrus","","","Schumach. & Thonn.","kew-154601","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus pentaphyllus","Phyllanthus","","pentaphyllus",NA,NA,"","","kew-154602",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","pentaphyllus","","","C.Wright ex Griseb.","kew-154602","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus pervilleanus","Phyllanthus","","pervilleanus",NA,NA,"","","kew-154612",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","pervilleanus","","","(Baill.) Müll.Arg.","kew-154612","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus pinnatus","Phyllanthus","","pinnatus",NA,NA,"","","kew-154652",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","pinnatus","","","(Wight) G.L.Webster","kew-154652","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus polyphyllus","Phyllanthus","","polyphyllus",NA,NA,"","","kew-154681",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","polyphyllus","","","Willd.","kew-154681","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus pulcher","Phyllanthus","","pulcher",NA,NA,"","","kew-154730",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","pulcher","","","Wall. ex Müll.Arg.","kew-154730","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus pulchroides","Phyllanthus","","pulchroides",NA,NA,"","","kew-154732",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","pulchroides","","","Beille","kew-154732","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus purpusii","Phyllanthus","","purpusii",NA,NA,"","","kew-154740",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","purpusii","","","Brandegee","kew-154740","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus raiateensis","Phyllanthus","","raiateensis",NA,NA,"","","kew-467978",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","raiateaensis","","","W.L.Wagner & Lorence","kew-467978","Accepted",TRUE,FALSE,FALSE,2017-05-11
"Phyllanthus raivavensis","Phyllanthus","","raivavensis",NA,NA,"","","kew-467979",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","raivavensis","","","(F.Br.) W.L.Wagner & Lorence","kew-467979","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus rapaensis","Phyllanthus","","rapaensis",NA,NA,"","","kew-468000",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","rapaensis","","","(J.Florence) W.L.Wagner & Lorence","kew-468000","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus reticulatus","Phyllanthus","","reticulatus",NA,NA,"","","kew-154769",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","reticulatus","","","Poir.","kew-154769","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus revaughanii","Phyllanthus","","revaughanii",NA,NA,"","","kew-154776",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","revaughanii","","","Coode","kew-154776","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus rheedei","Phyllanthus","","rheedei",NA,NA,"","","kew-154782",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","rheedei","","","Wight","kew-154782","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus rheophyticus","Phyllanthus","","rheophyticus",NA,NA,"","","kew-375101",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","rheophyticus","","","M.G.Gilbert & P.T.Li","kew-375101","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus rhytidospermus","Phyllanthus","","rhytidospermus",NA,NA,"","","kew-154787",TRUE,"1.1","Synonym","Phyllanthaceae","Sauropus","","trachyspermus","","","(F.Muell.) Airy Shaw","kew-186506","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus roseus","Phyllanthus","","roseus",NA,NA,"","","kew-154801",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","roseus","","","(Craib & Hutch.) Beille","kew-154801","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus rotundifolius","Phyllanthus","","rotundifolius",NA,NA,"","","kew-154807",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","rotundifolius","","","Klein ex Willd.","kew-154807","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus ruber","Phyllanthus","","ruber",NA,NA,"","","kew-154814",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","ruber","","","(Lour.) Spreng.","kew-154814","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyllanthus salviifolius","Phyllanthus","","salviifolius",NA,NA,"","","kew-154837",TRUE,"1.1","Accepted","Phyllanthaceae","Phyllanthus","","salviifolius","","","Kunth","kew-154837","Accepted",FALSE,FALSE,FALSE,2017-05-11
