"Photinia integrifolia","Photinia","","integrifolia",NA,NA,"","","rjp-1912",TRUE,"1.1","Accepted","Rosaceae","Photinia","","integrifolia","","","Lindl.","rjp-1912","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia komarovii","Photinia","","komarovii",NA,NA,"","","rjp-6811",TRUE,"1.1","Accepted","Rosaceae","Photinia","","komarovii","","","(H.L‚v. & Vaniot) L.T.Lu & C.L.Li","rjp-6811","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia lochengensis","Photinia","","lochengensis",NA,NA,"","","rjp-6508",TRUE,"1.1","Accepted","Rosaceae","Photinia","","lochengensis","","","T.T.Yu","rjp-6508","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia loriformis","Photinia","","loriformis",NA,NA,"","","rjp-1915",TRUE,"1.1","Accepted","Rosaceae","Photinia","","loriformis","","","W.W.Sm.","rjp-1915","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia mexicana","Photinia","","mexicana",NA,NA,"","","rjp-25123",TRUE,"1.1","Unresolved","Rosaceae","Photinia","","mexicana","","","Hemsl.","rjp-25123","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Photinia microcarpa","Photinia","","microcarpa",NA,NA,"","","rjp-25124",TRUE,"1.1","Unresolved","Rosaceae","Photinia","","microcarpa","","","Standl.","rjp-25124","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Photinia oblongifolia","Photinia","","oblongifolia",NA,NA,"","","rjp-25127",TRUE,"1.1","Unresolved","Rosaceae","Photinia","","oblongifolia","","","Standl.","rjp-25127","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Photinia prionophylla","Photinia","","prionophylla",NA,NA,"","","rjp-6787",TRUE,"1.1","Accepted","Rosaceae","Photinia","","prionophylla","","","(Franch.) C.K.Schneid.","rjp-6787","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia prunifolia","Photinia","","prunifolia",NA,NA,"","","rjp-6514",TRUE,"1.1","Accepted","Rosaceae","Photinia","","prunifolia","","","(Hook. & Arn.) Lindl.","rjp-6514","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia raupingensis","Photinia","","raupingensis",NA,NA,"","","rjp-6516",TRUE,"1.1","Accepted","Rosaceae","Photinia","","raupingensis","","","K.C.Kuan","rjp-6516","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia schneideriana","Photinia","","schneideriana",NA,NA,"","","rjp-1921",TRUE,"1.1","Accepted","Rosaceae","Photinia","","schneideriana","","","Rehder & E.H.Wilson","rjp-1921","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia serratifolia","Photinia","","serratifolia",NA,NA,"","","rjp-5845",TRUE,"1.1","Accepted","Rosaceae","Photinia","","serratifolia","","","(Desf.) Kalkman","rjp-5845","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia sorbifolia","Photinia","","sorbifolia",NA,NA,"","","tro-100366987",TRUE,"1.1","Unresolved","Rosaceae","Photinia","","sorbifolia","","","W.B. Liao & W. Guo","tro-100366987","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Photinia stenophylla","Photinia","","stenophylla",NA,NA,"","","rjp-6780",TRUE,"1.1","Accepted","Rosaceae","Photinia","","stenophylla","","","Hand.-Mazz.","rjp-6780","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia tsaii","Photinia","","tsaii",NA,NA,"","","rjp-6797",TRUE,"1.1","Accepted","Rosaceae","Photinia","","tsaii","","","Rehder","rjp-6797","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia tushanensis","Photinia","","tushanensis",NA,NA,"","","rjp-6518",TRUE,"1.1","Accepted","Rosaceae","Photinia","","tushanensis","","","T.T.Yu","rjp-6518","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia villosa","Photinia","","villosa",NA,NA,"","","rjp-3226",TRUE,"1.1","Accepted","Rosaceae","Photinia","","villosa","","","(Thunb.) DC.","rjp-3226","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinia wrightiana","Photinia","","wrightiana",NA,NA,"","","rjp-25140",TRUE,"1.1","Accepted","Rosaceae","Photinia","","wrightiana","","","Maxim.","rjp-25140","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Photinopteris speciosa","Photinopteris","","speciosa",NA,NA,"","","tro-26612736",TRUE,"1.1","Synonym","Polypodiaceae","Aglaomorpha","","speciosa","","","(Blume) M.C. Roos","tro-26612740","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmanthera regularis","Phragmanthera","","regularis",NA,NA,"","","tro-19102549",TRUE,"1.1","Accepted","Loranthaceae","Phragmanthera","","regularis","","","(Steud. ex Sprague) M.G. Gilbert","tro-19102549","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmipedium boissierianum","Phragmipedium","","boissierianum",NA,NA,"","","kew-152848",TRUE,"1.1","Accepted","Orchidaceae","Phragmipedium","","boissierianum","","","(Rchb.f. & Warsz.) Rolfe","kew-152848","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmipedium caricinum","Phragmipedium","","caricinum",NA,NA,"","","kew-152852",TRUE,"1.1","Accepted","Orchidaceae","Phragmipedium","","caricinum","","","(Lindl. & Paxton) Rolfe","kew-152852","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmipedium caudatum","Phragmipedium","","caudatum",NA,NA,"","","kew-152853",TRUE,"1.1","Accepted","Orchidaceae","Phragmipedium","","caudatum","","","(Lindl.) Rolfe","kew-152853","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmipedium exstaminodium","Phragmipedium","","exstaminodium",NA,NA,"","","kew-152863",TRUE,"1.1","Accepted","Orchidaceae","Phragmipedium","","exstaminodium","","","Castaño, Hágsater & E.Aguirre","kew-152863","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmipedium kaieteurum","Phragmipedium","","kaieteurum",NA,NA,"","","kew-152872",TRUE,"1.1","Synonym","Orchidaceae","Phragmipedium","","lindleyanum","","","(M.R.Schomb. ex Lindl.) Rolfe","kew-152875","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmipedium kovachii","Phragmipedium","","kovachii",NA,NA,"","","kew-257827",TRUE,"1.1","Accepted","Orchidaceae","Phragmipedium","","kovachii","","","J.T.Atwood, Dalström & Ric.Fernández","kew-257827","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmipedium lindenii","Phragmipedium","","lindenii",NA,NA,"","","kew-152874",TRUE,"1.1","Accepted","Orchidaceae","Phragmipedium","","lindenii","","","(Lindl.) Dressler & N.H.Williams","kew-152874","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmipedium lindleyanum","Phragmipedium","","lindleyanum",NA,NA,"","","kew-152875",TRUE,"1.1","Accepted","Orchidaceae","Phragmipedium","","lindleyanum","","","(M.R.Schomb. ex Lindl.) Rolfe","kew-152875","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmipedium longifolium","Phragmipedium","","longifolium",NA,NA,"","","kew-152876",TRUE,"1.1","Accepted","Orchidaceae","Phragmipedium","","longifolium","","","(Warsz. & Rchb.f.) Rolfe","kew-152876","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmipedium pearcei","Phragmipedium","","pearcei",NA,NA,"","","kew-152883",TRUE,"1.1","Accepted","Orchidaceae","Phragmipedium","","pearcei","","","(Rchb.f.) Rauh & Senghas","kew-152883","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmipedium reticulatum","Phragmipedium","","reticulatum",NA,NA,"","","kew-152885",TRUE,"1.1","Accepted","Orchidaceae","Phragmipedium","","reticulatum","","","(Rchb.f.) Schltr.","kew-152885","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmipedium sargentianum","Phragmipedium","","sargentianum",NA,NA,"","","kew-152889",TRUE,"1.1","Synonym","Orchidaceae","Phragmipedium","","lindleyanum","","","(M.R.Schomb. ex Lindl.) Rolfe","kew-152875","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmipedium schlimii","Phragmipedium","","schlimii",NA,NA,"","","kew-152890",TRUE,"1.1","Accepted","Orchidaceae","Phragmipedium","","schlimii","","","(Linden ex Rchb.f.) Rolfe","kew-152890","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmipedium vittatum","Phragmipedium","","vittatum",NA,NA,"","","kew-152894",TRUE,"1.1","Accepted","Orchidaceae","Phragmipedium","","vittatum","","","(Vell.) Rolfe","kew-152894","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmipedium wallisii","Phragmipedium","","wallisii",NA,NA,"","","kew-152895",TRUE,"1.1","Synonym","Orchidaceae","Phragmipedium","","warszewiczianum","","","(Rchb.f.) Schltr.","kew-152896","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmipedium warszewiczianum","Phragmipedium","","warszewiczianum",NA,NA,"","","kew-152896",TRUE,"1.1","Accepted","Orchidaceae","Phragmipedium","","warszewiczianum","","","(Rchb.f.) Schltr.","kew-152896","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmites australis","Phragmites","","australis",NA,NA,"","","kew-433921",TRUE,"1.1","Accepted","Poaceae","Phragmites","","australis","","","(Cav.) Trin. ex Steud.","kew-433921","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmites japonicus","Phragmites","","japonicus",NA,NA,"","","kew-433996",TRUE,"1.1","Accepted","Poaceae","Phragmites","","japonicus","","","Steud.","kew-433996","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmites karka","Phragmites","","karka",NA,NA,"","","kew-433999",TRUE,"1.1","Accepted","Poaceae","Phragmites","","karka","","","(Retz.) Trin. ex Steud.","kew-433999","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmites mauritianus","Phragmites","","mauritianus",NA,NA,"","","kew-434007",TRUE,"1.1","Accepted","Poaceae","Phragmites","","mauritianus","","","Kunth","kew-434007","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phragmotheca ecuadorensis","Phragmotheca","","ecuadorensis",NA,NA,"","","tro-3900688",TRUE,"1.1","Accepted","Malvaceae","Phragmotheca","","ecuadorensis","","","W.S. Alverson","tro-3900688","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phreatia micrantha","Phreatia","","micrantha",NA,NA,"","","kew-153045",TRUE,"1.1","Accepted","Orchidaceae","Phreatia","","micrantha","","","(A.Rich.) Lindl.","kew-153045","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phreatia tahitensis","Phreatia","","tahitensis",NA,NA,"","","kew-153165",TRUE,"1.1","Accepted","Orchidaceae","Phreatia","","tahitensis","","","Lindl.","kew-153165","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrodus microphyllus","Phrodus","","microphyllus",NA,NA,"","","tro-29600998",TRUE,"1.1","Accepted","Solanaceae","Phrodus","","microphyllus","","","(Miers) Miers","tro-29600998","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phryma leptostachya","Phryma","","leptostachya",NA,NA,"","","kew-153193",TRUE,"1.1","Accepted","Phrymaceae","Phryma","","leptostachya","","","L.","kew-153193","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium aurantium","Phrynium","","aurantium",NA,NA,"","","kew-459035",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","aurantium","","","(Clausager & Borchs.) Suksathan & Borchs.","kew-459035","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium fasciculatum","Phrynium","","fasciculatum",NA,NA,"","","kew-257884",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","fasciculatum","","","(C.Presl) Horan.","kew-257884","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium fissifolium","Phrynium","","fissifolium",NA,NA,"","","kew-257886",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","fissifolium","","","Ridl.","kew-257886","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium giganteum","Phrynium","","giganteum",NA,NA,"","","kew-257891",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","giganteum","","","Scheff.","kew-257891","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium grandibracteatum","Phrynium","","grandibracteatum",NA,NA,"","","kew-257895",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","grandibracteatum","","","Clausager & Borchs.","kew-257895","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium hainanense","Phrynium","","hainanense",NA,NA,"","","kew-257900",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","hainanense","","","T.L.Wu & S.J.Chen","kew-257900","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium hirtum","Phrynium","","hirtum",NA,NA,"","","kew-257904",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","hirtum","","","Ridl.","kew-257904","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium imbricatum","Phrynium","","imbricatum",NA,NA,"","","kew-257907",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","imbricatum","","","Roxb.","kew-257907","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium interruptum","Phrynium","","interruptum",NA,NA,"","","kew-459037",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","interruptum","","","(K.Schum.) Suksathan & Borchs.","kew-459037","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium kaniense","Phrynium","","kaniense",NA,NA,"","","kew-257912",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","kaniense","","","Loes. & G.M.Schulze","kew-257912","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium laxum","Phrynium","","laxum",NA,NA,"","","kew-459038",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","laxum","","","(Clausager & Borchs.) Suksathan & Borchs.","kew-459038","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium macrocephalum","Phrynium","","macrocephalum",NA,NA,"","","kew-257926",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","macrocephalum","","","K.Schum.","kew-257926","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium maximum","Phrynium","","maximum",NA,NA,"","","kew-257933",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","maximum","","","Blume","kew-257933","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium minutiflorum","Phrynium","","minutiflorum",NA,NA,"","","kew-459042",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","minutiflorum","","","Suksathan & Borchs.","kew-459042","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium obscurum","Phrynium","","obscurum",NA,NA,"","","kew-257947",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","obscurum","","","Teijsm. & Binn.","kew-257947","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium oliganthum","Phrynium","","oliganthum",NA,NA,"","","kew-257948",TRUE,"1.1","Synonym","Marantaceae","Phrynium","","imbricatum","","","Roxb.","kew-257907","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium pedunculiferum","Phrynium","","pedunculiferum",NA,NA,"","","kew-257960",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","pedunculiferum","","","D.Fang","kew-257960","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium pubinerve","Phrynium","","pubinerve",NA,NA,"","","kew-257968",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","pubinerve","","","Blume","kew-257968","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium rheedei","Phrynium","","rheedei",NA,NA,"","","kew-257978",TRUE,"1.1","Synonym","Marantaceae","Phrynium","","pubinerve","","","Blume","kew-257968","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium sapiense","Phrynium","","sapiense",NA,NA,"","","kew-459045",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","sapiense","","","(Clausager, Mood & Borchs.) Suksathan & Borchs.","kew-459045","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium simplex","Phrynium","","simplex",NA,NA,"","","kew-459046",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","simplex","","","(Elmer) Suksathan & Borchs.","kew-459046","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium tonkinense","Phrynium","","tonkinense",NA,NA,"","","kew-258000",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","tonkinense","","","Gagnep.","kew-258000","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium tristachyum","Phrynium","","tristachyum",NA,NA,"","","kew-258003",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","tristachyum","","","Ridl.","kew-258003","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phrynium villosulum","Phrynium","","villosulum",NA,NA,"","","kew-258014",TRUE,"1.1","Accepted","Marantaceae","Phrynium","","villosulum","","","Miq.","kew-258014","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phtheirospermum japonicum","Phtheirospermum","","japonicum",NA,NA,"","","tro-29208857",TRUE,"1.1","Accepted","Orobanchaceae","Phtheirospermum","","japonicum","","","(Thunb.) Kanitz","tro-29208857","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phtheirospermum muliense","Phtheirospermum","","muliense",NA,NA,"","","tro-50106341",TRUE,"1.1","Accepted","Orobanchaceae","Phtheirospermum","","muliense","","","C.Y. Wu & D.D. Tao","tro-50106341","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phtheirospermum parishii","Phtheirospermum","","parishii",NA,NA,"","","tro-50106340",TRUE,"1.1","Accepted","Orobanchaceae","Phtheirospermum","","parishii","","","Hook. f.","tro-50106340","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phtheirospermum tenuisectum","Phtheirospermum","","tenuisectum",NA,NA,"","","tro-29208859",TRUE,"1.1","Accepted","Orobanchaceae","Phtheirospermum","","tenuisectum","","","Bureau & Franch.","tro-29208859","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phthirusa inorna","Phthirusa","","inorna",NA,NA,"","","kew-2903393",TRUE,"1.1","Unresolved","Loranthaceae","Phthirusa","","inorna","","","(B.L.Rob. & Greenm.) Kuijt","kew-2903393","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phthirusa pyrifolia","Phthirusa","","pyrifolia",NA,NA,"","","kew-2536541",TRUE,"1.1","Accepted","Loranthaceae","Phthirusa","","pyrifolia","","","(Kunth) Eichler","kew-2536541","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phuopsis stylosa","Phuopsis","","stylosa",NA,NA,"","","kew-153202",TRUE,"1.1","Accepted","Rubiaceae","Phuopsis","","stylosa","","","(Trin.) Hook.f. ex B.D.Jacks.","kew-153202","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phuphanochloa speciosa","Phuphanochloa","","speciosa",NA,NA,"","","kew-459049",TRUE,"1.1","Unresolved","Poaceae","Phuphanochloa","","speciosa","","","Sungkaew & Teerawat.","kew-459049","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phycella angustifolia","Phycella","","angustifolia",NA,NA,"","","kew-286056",TRUE,"1.1","Synonym","Amaryllidaceae","Phycella","","cyrtanthoides","","","(Sims) Lindl.","kew-286054","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phycella australis","Phycella","","australis",NA,NA,"","","kew-285432",TRUE,"1.1","Accepted","Amaryllidaceae","Phycella","","australis","","","Ravenna","kew-285432","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phycella bicolor","Phycella","","bicolor",NA,NA,"","","kew-286039",TRUE,"1.1","Synonym","Amaryllidaceae","Eustephia","","coccinea","","","Cav.","kew-305956","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phycella herbertiana","Phycella","","herbertiana",NA,NA,"","","kew-285700",TRUE,"1.1","Accepted","Amaryllidaceae","Phycella","","herbertiana","","","Lindl.","kew-285700","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phycella ignea","Phycella","","ignea",NA,NA,"","","kew-285701",TRUE,"1.1","Synonym","Amaryllidaceae","Phycella","","cyrtanthoides","","","(Sims) Lindl.","kew-286054","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phycella scarlatina","Phycella","","scarlatina",NA,NA,"","","kew-285433",TRUE,"1.1","Accepted","Amaryllidaceae","Phycella","","scarlatina","","","Ravenna","kew-285433","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phycolepidozia indica","Phycolepidozia","","indica",NA,NA,"","","",FALSE,"1.1","","","Phycolepidozia","","indica",NA,"","","","",FALSE,FALSE,FALSE,2017-05-11
"Phygelius capensis","Phygelius","","capensis",NA,NA,"","","tro-29202720",TRUE,"1.1","Accepted","Scrophulariaceae","Phygelius","","capensis","","","E. Mey. ex Benth.","tro-29202720","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylacium majus","Phylacium","","majus",NA,NA,"","","ild-44286",TRUE,"1.1","Accepted","Leguminosae","Phylacium","","majus","","","Collett & Hemsl.","ild-44286","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyla cuneifolia","Phyla","","cuneifolia",NA,NA,"","","kew-153208",TRUE,"1.1","Accepted","Verbenaceae","Phyla","","cuneifolia","","","(Torr.) Greene","kew-153208","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyla incisa","Phyla","","incisa",NA,NA,"","","kew-153211",TRUE,"1.1","Synonym","Verbenaceae","Phyla","","nodiflora","","","(L.) Greene","kew-153218","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyla lanceolata","Phyla","","lanceolata",NA,NA,"","","kew-153214",TRUE,"1.1","Accepted","Verbenaceae","Phyla","","lanceolata","","","(Michx.) Greene","kew-153214","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyla nodiflora","Phyla","","nodiflora",NA,NA,"","","kew-153218",TRUE,"1.1","Accepted","Verbenaceae","Phyla","","nodiflora","","","(L.) Greene","kew-153218","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyla reptans","Phyla","","reptans",NA,NA,"","","kew-153230",TRUE,"1.1","Accepted","Verbenaceae","Phyla","×","reptans","","","(Kunth) Greene","kew-153230","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phyla stoechadifolia","Phyla","","stoechadifolia",NA,NA,"","","kew-153232",TRUE,"1.1","Accepted","Verbenaceae","Phyla","","stoechadifolia","","","(L.) Small","kew-153232","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica abietina","Phylica","","abietina",NA,NA,"","","tro-27500488",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","abietina","","","Eckl. & Zeyh.","tro-27500488","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica acmaephylla","Phylica","","acmaephylla",NA,NA,"","","tro-27500489",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","acmaephylla","","","Eckl. & Zeyh.","tro-27500489","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica aemula","Phylica","","aemula",NA,NA,"","","tro-27500490",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","aemula","","","Schltr.","tro-27500490","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica affinis","Phylica","","affinis",NA,NA,"","","tro-27500493",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","affinis","","","Sond.","tro-27500493","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica alba","Phylica","","alba",NA,NA,"","","tro-27500495",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","alba","","","Pillans","tro-27500495","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica altigena","Phylica","","altigena",NA,NA,"","","tro-27500498",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","altigena","","","Schltr.","tro-27500498","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica ambigua","Phylica","","ambigua",NA,NA,"","","tro-27500499",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","ambigua","","","Sond.","tro-27500499","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica apiculata","Phylica","","apiculata",NA,NA,"","","tro-27500503",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","apiculata","","","Sond.","tro-27500503","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica arborea","Phylica","","arborea",NA,NA,"","","kew-2544315",TRUE,"1.1","Unresolved","Rhamnaceae","Phylica","","arborea","","","Thouars","kew-2544315","Unresolved",FALSE,FALSE,FALSE,2017-05-11
"Phylica atrata","Phylica","","atrata",NA,NA,"","","tro-27500504",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","atrata","","","Licht. ex Roem. & Schult.","tro-27500504","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica axillaris","Phylica","","axillaris",NA,NA,"","","tro-27500505",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","axillaris","","","Lam.","tro-27500505","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica buxifolia","Phylica","","buxifolia",NA,NA,"","","tro-27500526",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","buxifolia","","","L.","tro-27500526","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica callosa","Phylica","","callosa",NA,NA,"","","tro-27500528",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","callosa","","","L. f.","tro-27500528","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica cephalantha","Phylica","","cephalantha",NA,NA,"","","tro-27500529",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","cephalantha","","","Sond.","tro-27500529","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica confusa","Phylica","","confusa",NA,NA,"","","tro-27500534",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","confusa","","","Pillans","tro-27500534","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica constricta","Phylica","","constricta",NA,NA,"","","tro-27500535",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","constricta","","","Pillans","tro-27500535","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica cryptandroides","Phylica","","cryptandroides",NA,NA,"","","tro-27500539",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","cryptandroides","","","Sond.","tro-27500539","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica curvifolia","Phylica","","curvifolia",NA,NA,"","","tro-27500540",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","curvifolia","","","Pillans","tro-27500540","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica cuspidata","Phylica","","cuspidata",NA,NA,"","","tro-27500542",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","cuspidata","","","Eckl. & Zeyh.","tro-27500542","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica cylindrica","Phylica","","cylindrica",NA,NA,"","","tro-27500545",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","cylindrica","","","J.C. Wendl.","tro-27500545","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica debilis","Phylica","","debilis",NA,NA,"","","tro-27500548",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","debilis","","","Eckl. & Zeyh.","tro-27500548","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica dioica","Phylica","","dioica",NA,NA,"","","tro-27500554",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","dioica","","","L.","tro-27500554","Accepted",FALSE,FALSE,FALSE,2017-05-11
"Phylica diosmoides","Phylica","","diosmoides",NA,NA,"","","tro-27500556",TRUE,"1.1","Accepted","Rhamnaceae","Phylica","","diosmoides","","","Sond.","tro-27500556","Accepted",FALSE,FALSE,FALSE,2017-05-11
